DRUG_NAME,STRUCT_ID,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_UNIT,ACT_TYPE,ACT_COMMENT,ACT_SOURCE,RELATION,MOA,MOA_SOURCE,ACT_SOURCE_URL,MOA_SOURCE_URL,ACTION_TYPE,TDL,ORGANISM,NEW_ID
fedratinib,5347,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.24,,Kd,Binding constant for EGFR(T790M) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
fedratinib,5347,Inhibitor of nuclear factor kappa-B kinase subunit beta,Kinase,O14920,IKBKB,IKKB_HUMAN,6.44,,Kd,Binding constant for IKK-beta kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:5960
fedratinib,5347,Ribosomal protein S6 kinase beta-1,Kinase,P23443,RPS6KB1,KS6B1_HUMAN,5.7,,Kd,Binding constant for S6K1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10436
fedratinib,5347,Casein kinase II subunit alpha,Kinase,P68400,CSNK2A1,CSK21_HUMAN,6.04,,Kd,Binding constant for CSNK2A1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:2457
fedratinib,5347,Mitogen-activated protein kinase kinase kinase 10,Kinase,Q02779,MAP3K10,M3K10_HUMAN,5.16,,Kd,Binding constant for MLK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:6849
fedratinib,5347,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Kinase,O15111,CHUK,IKKA_HUMAN,6.08,,Kd,Binding constant for IKK-alpha kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:1974
fedratinib,5347,Serine/threonine-protein kinase ULK1,Kinase,O75385,ULK1,ULK1_HUMAN,6.57,,Kd,Binding constant for ULK1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:12558
brilliant Blue G,5359,Alpha-synuclein,Transporter,P37840,SNCA,SYUA_HUMAN,5.27,,IC50,Inhibition of wild type alpha-synuclein (unknown origin) aggregation expressed in Escherichia coli BL21 after 30 days by thioflavin T staining-based spectrofluorimetric analysis,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:11138
bempedoic acid,5382,ATP-citrate synthase,Enzyme,P53396,ACLY,ACLY_HUMAN,5.69,,Ki,Inhibition of ACL by ETC-1002-CoA,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/27892461,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211616s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:115
selumetinib,5388,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.66,,Kd,Binding constant for EGFR(T790M) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
tucatinib,5389,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.35,,IC50,Inhibition of enzyme activity in a biochemical assay.,IUPHAR,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
oliceridine,5406,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,8.22,,Ki,Mechanism of Action,DRUG LABEL,=,1.0,DRUG LABEL,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/210730Orig1s000MultidisciplineR.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210730s000lbl.pdf,AGONIST,Tclin,Homo sapiens,HGNC:8156
trilaciclib,5442,Cyclin-dependent-like kinase 5,Kinase,Q00535,CDK5,CDK5_HUMAN,5.83,,IC50,,DRUG LABEL,=,,,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/214200Orig1s000PharmR.pdf,,INHIBITOR,Tchem,Homo sapiens,HGNC:1774
samidorphan,5460,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,10.28,,Ki,Possible target for the mechanism of action of the drug,DRUG LABEL,=,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213378s000lbl.pdf,,ANTAGONIST,Tclin,Homo sapiens,HGNC:8156
