DRUG_NAME,STRUCT_ID,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_UNIT,ACT_TYPE,ACT_COMMENT,ACT_SOURCE,RELATION,MOA,MOA_SOURCE,ACT_SOURCE_URL,MOA_SOURCE_URL,ACTION_TYPE,TDL,ORGANISM,NEW_ID
carfilzomib,4483,Proteasome subunit beta type-5,Enzyme,P28074,PSMB5,PSB5_HUMAN,8.222,,IC50,fluorogenic peptide substrate hydrolysis,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/17616698,https://pubmed.ncbi.nlm.nih.gov/17616698,INHIBITOR,Tclin,Homo sapiens,HGNC:9542
aclidinium bromide,4484,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,10.1,,Ki,Binding affinity to muscarinic M1 receptor,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
trypan blue,4608,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,5.41,,IC50,Inhibition of human PTPase 1B,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
trabectedin,4633,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.68,,IC50,Inhibition of Src,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
betamethasone phosphate,4667,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.776,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
panobinostat,4682,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,9.19,,Ki,Inhibition of human HDAC2,CHEMBL,=,1.0,DRUG LABEL,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/205353s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:4853
cabozantinib,4715,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.75,,IC50,"Inhibition of Src (unknown origin) using poly (Glu,Tyr) 4:1 as substrate after 1 hr by ELISA",CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
ponatinib,4716,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,8.52,,IC50,,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
ponatinib,4716,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,9.62,,IC50,,WOMBAT-PK,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:6735
tenidap,4728,Inward rectifier potassium channel 4,Ion channel,P48050,KCNJ4,KCNJ4_HUMAN,6.4,,EC50,,IUPHAR,=,,,,,ACTIVATOR,Tchem,Homo sapiens,HGNC:6265
ibrutinib,4810,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,7.854,,Ki,measured in anti-IgM stimulated Ramos human B cell line,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/17154430,,,Tclin,Homo sapiens,HGNC:6735
ibrutinib,4810,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,7.721,,IC50,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/26641137,,INHIBITOR,Tclin,Homo sapiens,HGNC:11283
umeclidinium,4816,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.796,,Ki,"radioligand binding assays in CHO cells expressing human M1, M2, or M3 receptors in a scintillation proximity assay with 0.5 nM [3H]-N-methyl scopolamine as the ligand",SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/19317446,,,Tclin,Homo sapiens,HGNC:1950
florbetaben F18,4818,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,8.65,,Ki,,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
ceritinib,4866,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.77,,IC50,Inhibition of TEL-fused SRC (unknown origin) by cell-based assay,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
ceritinib,4866,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.08,,IC50,Inhibition of LYN (unknown origin) after 60 mins,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
belinostat,4876,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,9.07,,Ki,Inhibition of human HDAC2,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL408513,INHIBITOR,Tclin,Homo sapiens,HGNC:4853
imidafenacin,4902,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.384,,Kb,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/10428387,,,Tclin,Homo sapiens,HGNC:1950
nintedanib,4903,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.24,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
nintedanib,4903,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.68,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
nintedanib,4903,Serine/threonine-protein kinase MARK2,Kinase,Q7KZI7,MARK2,MARK2_HUMAN,5.85,,Kd,Binding constant for MARK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3332
nintedanib,4903,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.03,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
nintedanib,4903,Serine/threonine-protein kinase PAK 3,Kinase,O75914,PAK3,PAK3_HUMAN,6.68,,Kd,Binding constant for PAK3 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8592
nintedanib,4903,Serine/threonine-protein kinase PAK 7,Kinase,Q9P286,PAK5,PAK5_HUMAN,5.89,,Kd,Binding constant for PAK7 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:15916
nintedanib,4903,Serine/threonine-protein kinase PAK 2,Kinase,Q13177,PAK2,PAK2_HUMAN,5.48,,Kd,Binding constant for PAK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8591
nintedanib,4903,Serine/threonine-protein kinase PAK 4,Kinase,O96013,PAK4,PAK4_HUMAN,5.52,,Kd,Binding constant for PAK4 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:16059
chidamide,4973,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,6.796,,IC50,HDAC enzyme inhibition assay using BSA substrate,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/22080169,https://pubmed.ncbi.nlm.nih.gov/22080169,INHIBITOR,Tclin,Homo sapiens,HGNC:4853
ixazomib,5067,Proteasome subunit beta type-5,Enzyme,P28074,PSMB5,PSB5_HUMAN,8.469,,IC50,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/20160034,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/208462lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:9542
eteplirsen,5182,exon 51 of dystrophin pre-mRNA,RNA,P11532,DMD,DMD_HUMAN,,,,Mechanism of Action,UNKNOWN,,1.0,DRUG LABEL,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/206488lbl.pdf,BINDING AGENT,Tclin,Homo sapiens,HGNC:2928
apatinib,5211,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.276,,IC50,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/21443688,,INHIBITOR,Tclin,Homo sapiens,HGNC:11283
midostaurin,5231,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.92,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
midostaurin,5231,Serine/threonine-protein kinase MARK2,Kinase,Q7KZI7,MARK2,MARK2_HUMAN,7.0,,Kd,Binding constant for MARK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3332
midostaurin,5231,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,5.38,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
midostaurin,5231,Serine/threonine-protein kinase PAK 3,Kinase,O75914,PAK3,PAK3_HUMAN,6.75,,Kd,Binding constant for full-length PAK3,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8592
midostaurin,5231,Serine/threonine-protein kinase PAK 1,Kinase,Q13153,PAK1,PAK1_HUMAN,5.7,,Kd,Binding affinity to PAK1,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8590
midostaurin,5231,Serine/threonine-protein kinase PAK 2,Kinase,Q13177,PAK2,PAK2_HUMAN,5.68,,Kd,Binding affinity to PAK2,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8591
neratinib,5252,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.39,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
neratinib,5252,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,5.72,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
neratinib,5252,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.09,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
neratinib,5252,Serine/threonine-protein kinase PAK 1,Kinase,Q13153,PAK1,PAK1_HUMAN,6.68,,Kd,Binding constant for PAK1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8590
neratinib,5252,Serine/threonine-protein kinase PAK 2,Kinase,Q13177,PAK2,PAK2_HUMAN,7.1,,Kd,Binding constant for PAK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8591
acalabrutinib,5260,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.0,,EC50,,IUPHAR,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:6735
dacomitinib,5297,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,6.96,,IC50,Inhibition of Src (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
lorlatinib,5302,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,7.77,,IC50,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/25733882,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210868s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:9611
revefenacin,5303,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.38,,Ki,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/29736245,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210598s000lbl.pdf,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
selinexor,5330,Exportin-1,Nuclear other,O14980,XPO1,XPO1_HUMAN,7.7,,IC50,Mechanism of Action,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://clinicaltrials.gov/ProvidedDocs/61/NCT02215161/Prot_SAP_000.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212306s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:12825
quizartinib,5341,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,5.24,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
entrectinib,5345,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.85,,IC50,Inhibition of FAK (unknown origin) in presence of gamma33-ATP,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
fedratinib,5347,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,7.12,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
fedratinib,5347,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,7.38,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
fedratinib,5347,Serine/threonine-protein kinase MARK2,Kinase,Q7KZI7,MARK2,MARK2_HUMAN,5.51,,Kd,Binding constant for MARK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3332
fedratinib,5347,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.3,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
fedratinib,5347,Serine/threonine-protein kinase PAK 7,Kinase,Q9P286,PAK5,PAK5_HUMAN,5.92,,Kd,Binding constant for PAK7 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:15916
fedratinib,5347,Serine/threonine-protein kinase PAK 1,Kinase,Q13153,PAK1,PAK1_HUMAN,5.51,,Kd,Binding constant for PAK1 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8590
fedratinib,5347,Serine/threonine-protein kinase PAK 2,Kinase,Q13177,PAK2,PAK2_HUMAN,5.22,,Kd,Binding constant for PAK2 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8591
fedratinib,5347,Serine/threonine-protein kinase PAK 4,Kinase,O96013,PAK4,PAK4_HUMAN,5.42,,Kd,Binding constant for PAK4 kinase domain,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:16059
golodirsen,5357,exon 53 of dystrophin pre-mRNA,RNA,P11532,DMD,DMD_HUMAN,,,,Mechanism of Action,UNKNOWN,,1.0,DRUG LABEL,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211970s000lbl.pdf,ANTISENSE INHIBITOR,Tclin,Homo sapiens,HGNC:2928
brilliant Blue G,5359,Alpha-synuclein,Transporter,P37840,SNCA,SYUA_HUMAN,5.27,,IC50,Inhibition of wild type alpha-synuclein (unknown origin) aggregation expressed in Escherichia coli BL21 after 30 days by thioflavin T staining-based spectrofluorimetric analysis,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:11138
oliceridine,5406,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,4.44,,IC50,Inhibition of human Cav 1.2 ion channel expressed in HEK293 cells by whole-cell patch clamp technique,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1390
oliceridine,5406,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,4.44,,IC50,Inhibition of human Cav 1.2 ion channel expressed in HEK293 cells by whole-cell patch clamp technique,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1390
viltolarsen,5408,exon 53 of dystrophin pre-mRNA,RNA,P11532,DMD,DMD_HUMAN,8.33,,EC50,Activity determined in rhabdomyosarcoma cells isolated from DMD patients,DRUG LABEL,=,1.0,DRUG LABEL,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/212154Orig1s000PharmR.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/212154Orig1s000lbl.pdf,BINDING AGENT,Tclin,Homo sapiens,HGNC:2928
tirbanibulin,5431,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,4.34,,IC50,Low affinity is expected because the peptide substrate binding site is not well formed when Src is isolated.,IUPHAR,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:11283
tirbanibulin,5431,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,7.0,,IC50,Inhibition of LYN (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
tirbanibulin,5431,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,4.34,,IC50,Low affinity is expected because the peptide substrate binding site is not well formed when Src is isolated.,IUPHAR,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:11283
tirbanibulin,5431,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,7.0,,IC50,Inhibition of LYN (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
casimersen,5443,exon 53 of dystrophin pre-mRNA,RNA,P11532,DMD,DMD_HUMAN,,,,Mechanism of Action,UNKNOWN,,1.0,DRUG LABEL,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213026lbl.pdf,ANTISENSE INHIBITOR,Tclin,Homo sapiens,HGNC:2928
infigratinib,5459,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.53,,IC50,Inhibition of SRC-mediated proliferation of mouse BAF3 cells transformed with TEL-Kinase construct,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
infigratinib,5459,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.52,,IC50,Inhibition of recombinant LYN kinase,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
infigratinib,5459,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.53,,IC50,Inhibition of SRC-mediated proliferation of mouse BAF3 cells transformed with TEL-Kinase construct,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
infigratinib,5459,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.52,,IC50,Inhibition of recombinant LYN kinase,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
infigratinib,5459,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.53,,IC50,Inhibition of SRC-mediated proliferation of mouse BAF3 cells transformed with TEL-Kinase construct,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
